id,song_duration_ms,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,audio_mode,speechiness,tempo,time_signature,audio_valence,song_popularity
18,170983,0.12363097,0.524386058,0.566982569,,5,,-7.312096584,0,0.210054894,114.6091974,4,0.951704593,1
19,266726,0.021029514,0.323277293,,-0.000860625,,0.239697772,-12.69293507,1,0.03152199,124.8112079,4,0.350089665,1
20,175723,0.520377354,0.387288755,0.590392691,0.001319496,3,0.131732159,,1,0.270247482,165.3621649,4,0.774507293,1
21,226126,0.007941431,,0.457552413,0.001220515,0,,-7.915983451,0,0.132358912,121.1345525,4,0.988334315,0
22,283072,0.014762047,0.59075739,0.590975696,0.122294064,6,0.099049467,-7.03899054,0,0.032633948,110.7917848,4,0.818661604,0
23,180447,0.30846796,0.441232018,,0.00051931,0,0.590272628,-10.2091477,1,0.035897539,157.1204723,4,0.131667106,0
24,211218,,0.63723784,0.847780705,0.001001447,8,0.094038415,-5.025053019,0,0.038521844,110.940312,4,0.616418263,1
25,174222,,0.714732439,0.95242085,0.004298328,5,0.256007934,-3.739946984,0,0.045737451,141.8436125,3,0.455635337,0
26,179049,0.00691293,0.232862231,0.930852836,0.747877608,,,-9.910954127,0,0.301378244,91.48538084,3,0.177284284,1
27,259896,0.8560266,0.41668331,0.161610092,0.003890373,3,,-13.13298003,0,0.038994102,97.36475355,3,0.213570396,0
28,,0.191342073,0.421404631,,0.048138174,8,0.336297116,-6.503805885,0,0.04644212,105.5886793,4,0.523633114,0
29,162440,0.198657225,0.449562832,0.396907212,0.103993566,10,0.117462106,-5.832926737,0,0.036723206,92.20206811,3,0.147879106,0
30,262624,0.92537943,0.227702209,0.497433404,0.003224838,0,0.255136057,-8.104519773,1,0.044031205,82.96188367,3,0.111755323,0
31,186036,0.427260959,0.52497379,0.504327004,0.004485753,2,0.107244554,-7.30133665,0,0.041791147,101.8011749,3,0.168759896,1
32,241003,0.169184671,0.366957184,0.444087,-0.000413963,0,0.174993693,-11.38276992,0,0.021477077,122.5596426,3,0.363341818,0
33,198290,0.011815523,,0.99742561,0.001604834,5,0.108609474,,0,0.054292407,102.7180075,3,0.855039504,1
34,190033,0.057366849,0.269573222,,0.000706237,7,0.133851701,-4.64602765,1,0.052168922,95.21477608,4,0.814295233,0
35,171721,0.74282087,0.61892403,0.532674757,0.331695662,1,0.112015036,-12.06167552,1,0.194372277,89.56305349,3,0.507162781,1
36,192383,0.016170546,0.445112619,0.812980239,0.309544961,7,0.088862555,-5.164699032,1,0.039181713,88.52569179,3,0.186585696,1
37,187047,0.018311439,,0.934855289,0.004346171,6,0.152718097,-5.392197229,0,0.175542802,106.6695166,3,0.686764912,0
38,,0.065030279,0.576983025,0.872529311,0.001912354,10,0.381395006,-5.147055664,1,0.033631256,95.23244395,4,0.622321635,1
39,186603,,0.287663657,0.419763664,0.003242728,6,0.186859738,-7.893084095,0,0.032196574,77.89266773,3,0.352221166,1
40,220162,0.279974979,,0.795376437,0.001649496,4,0.17687087,-10.00025048,0,0.062559813,87.49492942,3,0.974468306,1
41,202690,0.156602381,0.564648593,0.822632333,0.000431251,6,,-4.64429847,0,0.166444601,115.4380664,4,0.723383402,1
42,189939,0.055285183,0.682326519,0.620692972,0.00064916,0,0.357615468,-5.202789108,1,0.19647395,112.7175,4,0.778762707,0
43,167522,0.096306413,0.701479208,0.886346142,0.001287091,8,0.215533406,-5.100575372,0,0.03854556,118.4262212,3,0.621811849,0
44,,0.051885547,0.903121015,0.697494715,0.002363468,1,0.32868794,-6.294360685,1,0.156751034,150.8090556,3,0.94868198,0
45,,0.942857637,0.308762905,0.495662189,0.004549961,2,,-13.38932239,0,0.05648934,91.29937931,3,0.116949543,1
46,161018,0.314332465,0.657273587,0.855708384,0.00200377,0,0.55551407,-5.537491117,0,0.029591591,113.3152647,4,0.713384987,0
47,210364,0.626883933,0.394892171,0.438079115,0.00320084,,0.129984032,-10.08498174,1,0.060916306,76.36258976,4,0.539067368,1
48,,0.0256788,,1.025614731,0.003096892,,0.12801944,-2.553218193,1,0.118115121,165.4336728,3,0.257025542,0
49,173145,0.196250041,0.829100929,0.634011873,0.000214296,3,0.241871394,-7.515023608,1,0.06461984,98.03128321,3,0.970924963,1
50,233053,0.154425702,0.626590011,0.935362301,0.003818692,,0.499997915,-1.235716026,0,0.058105602,119.0646307,4,0.711668384,0
51,202685,0.909831124,0.243999529,,0.205038476,0,0.136987713,,1,0.040684445,85.68704956,3,0.136647937,0
52,305276,0.660246904,0.86743766,0.429771543,0.002836239,4,0.107407093,-9.94553285,1,0.028549335,99.28550877,3,0.265412312,0
53,135730,0.342721641,0.666460477,0.833779726,0.000103904,9,0.51069594,-6.755161339,1,0.036123878,102.9251201,4,0.740164415,1
54,188726,0.528156416,0.499478768,0.718047081,0.002484083,10,0.141525011,-5.077924085,0,0.109366145,133.1856112,4,0.835035996,1
55,209537,0.115450366,0.663299699,0.930108181,0.00098413,5,0.437821254,-3.376193107,0,0.046436775,183.201196,3,0.539335567,0
56,188964,0.001063708,0.485360541,0.62172065,-0.000155571,9,0.112102087,-6.397362106,0,0.253268663,94.72036393,3,0.689320647,1
57,105502,0.829461104,0.493048262,0.143103515,0.003573193,1,0.109486864,-20.08723985,1,0.043552286,81.88586169,3,0.742910257,1
58,231996,0.081478452,0.222881411,0.920833324,0.136634538,7,0.112101108,-3.45609587,0,0.029781067,112.8436435,4,0.770075044,0
59,178996,0.082108161,0.540686278,0.83494667,0.000281542,9,0.184629779,-5.188555802,0,0.078438293,151.442125,3,0.720868673,1
60,147942,0.020691949,0.527678158,0.93623802,0.002063693,5,0.153776035,-4.949718447,0,0.199897189,123.080125,3,0.84114583,0
61,,1.004623786,,0.127403038,0.00469302,2,0.115714881,,1,0.042592443,128.8550166,3,0.155749414,1
62,201399,0.005721008,0.651579918,0.949895701,0.002486195,5,0.240989312,-3.77246956,0,0.056490264,118.7136196,4,0.351954938,0
63,143860,0.527969571,0.610501551,0.693121644,0.026540839,3,0.707095201,-4.317103101,0,0.053244723,156.2779325,3,0.954296949,1
64,155902,,0.709524592,0.929494353,0.00275134,4,,-7.571343104,0,0.042336277,133.3863418,4,0.937797644,1
65,150220,0.008556928,0.577550984,0.517262843,0.00275965,10,0.105230554,-8.201644569,1,0.198349593,92.2608801,3,0.446769551,1
66,188614,0.89880566,0.347376175,0.34747253,0.931782536,2,0.212060952,,1,0.041482813,88.47931059,4,0.08844008,0
67,208679,0.079329851,0.65552022,0.913558185,0.079348506,0,0.101779226,-10.09459794,0,0.036864725,91.98285101,3,0.350528924,1
68,171049,0.931410219,0.361820421,0.368538632,0.004259716,2,0.103641917,-14.82218868,0,0.039574512,96.20390642,3,0.36436956,0
69,154056,0.078122386,0.52630429,0.962363785,,6,0.099957608,-2.76049992,0,0.033292953,121.1987976,4,0.657333109,0
70,172494,0.081599428,,1.01067172,,6,0.123640421,-4.082508045,1,0.031830245,107.9423012,4,0.6581447,0
71,203776,0.322139534,0.560056996,0.895228466,0.001064603,5,0.197991131,-2.999430999,1,0.04688397,100.9608616,4,0.700048671,1
72,171149,0.755103254,0.708636312,0.774907598,0.001176663,,0.067155555,,1,0.036277814,132.1916766,3,0.948649209,0
73,188684,0.774444454,0.235784027,0.61454255,0.001701967,10,0.249100416,-6.998903679,0,0.034744386,171.3444067,4,0.588251958,0
74,131499,0.641561481,0.379376722,0.516901999,-0.000396421,,0.243954344,-6.4020087,1,0.066987259,97.48115336,3,0.350967978,0
75,241030,0.453429033,0.366574745,0.261979777,-0.000559295,8,0.122636446,-13.23838839,0,0.033427164,99.23265017,4,0.390977212,0
76,,0.046164532,0.677835177,,,2,0.102071393,-4.896909481,0,0.308374685,118.8557589,3,0.745891187,1
77,158382,0.093834288,0.654403664,,0.001201461,6,0.114609515,-4.151335347,0,0.091523589,104.238647,3,0.948979627,0
78,219165,0.631200966,0.509003479,0.544033426,0.031635283,2,0.073376181,-10.25980135,1,0.057778431,131.5258564,4,0.914515479,0
79,267377,0.809675876,0.602896242,0.862463094,0.000800035,2,0.666905771,-4.540387299,1,0.199511454,144.3223825,3,0.74760563,0
80,175411,0.075835789,0.635169489,,0.001943764,9,,,1,0.092881645,95.19934847,3,0.92774749,1
81,137680,0.056917947,0.599248591,0.644181975,0.002890635,,0.161031009,-5.729086169,1,0.093049911,146.4488314,3,0.9114528,0
82,194433,0.013135068,0.424649333,0.964538818,0.001655795,6,0.118411774,-4.057375211,0,0.242604272,171.2790356,3,0.686112007,0
83,180648,0.645531391,,0.510711843,0.001370227,6,,-5.427183549,1,0.238021126,132.9005259,3,0.514977468,1
84,196648,0.011102941,0.512328502,0.637016994,,5,0.175997124,-5.726382969,0,0.182733981,81.90017652,3,0.34854543,0
85,227213,,0.469275761,0.798813605,0.000715064,8,0.215121268,-6.22511123,1,0.091030371,145.6051059,3,0.533193372,1
86,260026,0.309901836,0.610539866,0.857251826,0.002365544,4,0.21177043,-4.566066658,1,0.029748089,166.8024004,3,0.650780175,0
87,213765,0.130709907,0.812235652,0.916889047,0.000615399,2,0.069140319,-5.583071445,1,0.148837797,124.9629035,3,0.931496408,0
88,198439,0.20353939,0.817036468,0.690569938,5.00E-05,8,0.238929541,-7.476685056,0,0.182899917,82.05218296,3,0.961585853,0
89,166151,,0.713830397,0.853505102,-0.000537055,5,0.19766427,-3.417659271,0,0.289695157,83.26338902,4,0.718227874,0
90,284523,0.005009617,0.256414777,0.904327484,0.739988931,5,0.051860156,-4.72582771,0,0.125698211,171.9814748,4,0.478060979,1
91,,0.079983943,0.681479954,0.631631324,,0,,-6.79652587,0,0.029324856,96.17436517,4,0.841934517,0
92,307672,0.001761122,0.624259783,0.789683591,0.001351738,5,0.082962449,-6.434726965,1,0.106318071,172.9585045,4,0.546280276,0
93,145655,0.290997872,0.647209185,0.728851091,0.001643562,5,0.108015941,-4.468256287,0,0.141066201,112.1344276,4,0.480652285,0
94,148623,0.927617718,0.516060283,0.678560139,0.002115395,,0.116873626,-9.823684894,0,0.031020317,95.57310616,4,0.14842474,0
95,183059,0.266041504,0.689006371,0.410703824,0.001528227,0,0.117828262,,1,0.39144018,78.56019918,3,0.499325779,0
96,213166,0.130758765,0.579870826,0.651837846,-0.001127396,,0.131590399,-7.214157309,0,0.197179644,103.836663,3,0.402614407,1
97,204612,,0.681863425,0.738237552,0.000274174,7,0.621138316,-2.272275194,0,0.150984434,122.79265,4,0.672717338,0
98,,0.000365926,0.607849326,0.911512577,0.001785797,7,0.118274421,-2.100385201,1,0.281715594,174.4782498,4,0.618265924,0
99,177169,0.078070665,0.615076851,0.81022672,,5,0.715899914,-5.441331949,1,0.058087873,75.64214685,3,0.972263144,0
100,207837,0.141790729,0.733685636,0.938115571,0.000722259,,0.231667043,-4.383670358,0,0.021522371,122.4274573,4,0.987321929,0
101,278673,0.219014117,0.824398552,0.712010367,,6,0.365429411,-4.347387171,0,0.071960299,102.9373531,3,0.289243149,0
102,197605,0.274985763,,0.567159855,0.001296936,8,0.124749317,,0,0.036247245,141.7587518,4,0.387970642,1
103,80122,0.494104633,0.514677537,0.824742377,0.001766789,5,0.101372646,-7.327497653,1,0.052830326,88.84637069,4,0.46171864,0
104,182873,0.056826477,0.389775869,0.482138823,0.002884683,0,,-9.094050217,1,0.037621483,149.1052195,3,0.390328525,1
105,158803,0.023128459,0.529965561,0.412679559,0.001252022,0,0.137649709,-8.85000597,1,0.026303799,122.7690056,3,0.463255583,1
106,251621,0.11671067,0.634082881,0.954674598,0.001698949,7,0.095538961,-3.911121232,0,0.240765929,122.4683201,4,0.627594396,0
107,213249,0.265930578,0.697462016,0.873029464,,7,0.100945807,,0,0.05904161,118.41358,4,0.8917324,0
108,209866,0.34083722,0.626771434,0.871776211,0.002933841,,0.102971885,-12.02836887,1,0.034242757,115.5574619,3,0.921918776,0
109,170029,0.212282742,0.536666428,,0.001679389,4,0.103438726,-6.971715429,1,0.078904038,141.6628987,3,0.935899621,0
110,,0.012925194,0.742175141,0.875501243,0.001305578,5,,-4.264616453,0,0.360797614,96.72144827,4,0.593998343,0
111,275519,0.969403589,0.464482716,0.260429092,0.005131483,6,0.109525277,-18.05150638,0,0.031939899,92.15815743,4,0.210512196,1
112,204389,0.194446031,0.659963248,0.850028545,0.000656537,,0.351785895,-4.693530751,0,0.032995109,109.8503396,3,0.653425076,0
113,169430,0.084899978,0.715429784,0.9155643,0.001221954,6,0.153146039,-3.307586814,0,0.194542952,125.0738085,4,0.512579709,0
114,127216,0.902396332,0.4867777,0.531932478,0.439646256,2,,-11.73890177,0,0.038576724,106.0559849,3,0.397380304,1
115,174987,0.068593965,0.218785171,,0.00185574,0,,-17.12537486,1,0.041633906,151.1048018,3,0.152172368,1
116,182224,0.478368089,0.823154447,0.817081435,0.000964372,,0.160821743,-5.632219583,0,0.053712071,90.62985176,4,0.722586805,0
117,195809,0.291301153,0.444993896,0.506672053,0.004082667,3,0.287896601,-7.580953209,0,0.038406101,88.58788662,3,0.93639679,0
118,176929,0.049873993,0.65332326,0.918797499,0.000948054,1,0.098479759,-5.277212618,0,0.21006291,123.0105932,3,0.648703878,0
119,177237,0.172752484,0.720103463,0.757013882,0.001643887,1,0.112388752,-5.829828022,0,0.033551628,99.55617483,4,0.799977446,0
120,151112,0.160278569,0.77739984,0.515362749,0.005298367,4,0.124721831,-13.58966888,1,0.210271489,88.94583923,3,0.924281303,0
121,,0.747967796,,0.599514889,0.003266172,5,0.187710409,-6.38135611,0,0.030084832,126.3395693,4,0.772468652,0
122,178973,0.007881147,0.364362516,0.690673094,0.001251104,0,0.104852094,-12.38416257,0,0.05740721,87.30257027,3,0.572750689,0
123,,0.907298993,0.442767364,0.168534718,0.004546803,10,0.183866049,-22.73431778,1,0.037109438,126.7303965,3,0.308170126,1
124,184860,0.097386903,0.180171083,0.880042555,-0.000360872,5,0.124046179,-3.67387248,0,0.042264394,120.7526221,4,0.256361838,0
125,155007,0.002421669,0.714779848,0.892460607,0.001850652,6,0.148239818,-8.027266222,1,0.045072676,118.4810118,4,0.929790571,1
126,177400,0.219882714,0.691190259,0.793445142,0.000753138,8,0.32639626,-6.868646872,0,0.110164938,110.4010943,4,0.920196888,0
127,169799,-0.000769631,0.414604193,,0.001647632,4,0.248630587,-3.441843724,1,0.101342189,191.9873913,3,0.237231094,1
128,118906,,0.286137958,0.192831606,0.932742919,8,0.119504861,-11.19193083,1,0.043603631,96.21833676,3,0.527993796,1
129,229595,0.062039628,0.292459486,0.943549538,0.001239455,6,0.120156378,-4.566208689,0,0.12613175,140.1900832,4,0.627421534,1
130,207597,0.110109827,,0.640332466,0.002688984,,0.135474423,-5.727308359,0,0.225896005,118.5650622,3,0.623170175,0
131,191875,0.046681158,0.733154229,0.961911514,0.002191936,,0.101125037,-6.022931725,0,0.095403347,137.9668728,3,0.566103546,1
132,211939,0.919219432,0.360000379,0.553891235,0.003656217,7,0.116886777,-20.50461853,0,0.031090351,117.0303812,3,0.217611069,1
133,254389,0.004821019,0.53273709,0.705454179,0.001966045,4,0.373406707,-12.92700485,0,0.062830049,88.70410945,3,0.349540336,0
134,320028,0.920338692,0.36345723,0.382547057,-0.000598915,8,0.125403345,-16.64658167,1,0.029670414,87.10379589,4,0.327955759,0
135,177399,0.170318177,0.47882443,0.62793457,0.000650559,10,0.11540313,-10.59681858,1,0.052841712,99.62738593,3,0.944090905,0
136,185741,0.008863478,0.268434764,0.956864436,0.339249994,0,,-7.310340202,1,0.039802251,129.0815295,3,0.53485677,1
137,258629,0.136960465,0.632057294,0.859908332,,6,0.103809648,-5.091532516,0,0.237959411,186.2453552,4,0.522376875,0
138,,0.059099039,0.713742846,0.868953161,-0.000296785,8,0.4379317,-7.133031059,0,0.050079926,130.0370473,4,0.897938842,1
139,210240,,0.632924292,,,9,0.115255467,-3.568990484,0,0.23393733,181.5873375,4,0.699604367,0
140,225003,0.940028987,0.384061411,0.171056308,0.005623915,7,0.170598109,-15.47192596,1,0.070748954,81.02133428,3,0.259016163,1
141,203505,0.199184111,0.436722271,0.923414394,0.001318538,6,0.083723835,-2.893519965,0,0.071873296,90.89130546,4,0.812649013,1
142,197293,0.482435815,0.684729253,0.481534593,0.002486668,8,0.114980924,-10.28457467,1,0.12604124,92.76724639,3,0.205833146,0
143,187978,0.039720127,0.608295494,0.880537584,0.032763452,4,0.120826484,-6.001171247,0,0.026567882,87.53623487,4,0.703394252,1
144,176394,0.474537295,0.625205107,0.453797933,0.001920323,0,0.070019779,,1,0.047730638,70.09401781,4,0.80764619,0
145,227728,,0.443138579,0.988873741,0.00199043,5,0.085063568,-2.480697215,0,0.051794439,162.630037,3,0.406684261,0
146,198929,0.136029952,0.412083613,0.430585771,0.00244533,2,0.091334191,-12.58781011,0,0.332298759,98.64815064,3,0.500234518,0
147,189629,0.013420365,0.156936063,0.841018414,0.001888183,10,0.191415583,-3.742025949,0,0.24319887,91.17993749,4,0.328783589,0
148,171868,0.650117793,0.63794547,0.711886032,0.001346048,0,0.102433494,-9.010906239,0,0.054312248,157.6591499,4,0.896166139,0
149,107601,,0.521578059,0.157751747,0.139531878,2,0.084903737,-13.11238843,0,0.033183009,102.3560897,4,0.247983774,0
150,,,0.369653738,0.482042015,0.000180223,7,0.098249679,-11.15336116,0,0.051281949,106.3460567,3,0.289684327,1
151,,0.666374006,0.28256131,0.375613894,0.001749381,0,0.106326376,-7.634793652,1,0.058921126,85.64397107,3,0.466216608,0
152,92070,0.962996476,0.235768657,,0.001981206,1,0.126019431,-17.54573925,0,0.036360884,107.4058853,3,0.150466068,0
153,212762,0.167659775,0.647178098,0.884761593,0.002001469,10,0.568570356,,0,0.037204373,103.6240841,3,0.822761936,0
154,163785,0.019954028,0.571182101,0.899455112,0.003699274,6,0.154145808,-4.747545118,1,0.065951437,112.1093101,3,0.911871786,0
155,195145,0.000379297,0.724859272,0.931416591,-0.000279164,10,0.136650894,-4.498380416,1,0.148609927,142.7243005,3,0.215041749,1
156,137482,,0.823219671,0.670590937,,7,0.116871996,-8.255035006,1,0.360333066,106.5767547,3,0.687106221,1
157,,0.047549175,,0.914166076,0.001095636,,,-5.644808055,1,0.171209256,116.9628411,3,0.687129123,0
158,176968,0.023132831,0.538530831,0.912771445,0.002414492,10,0.59324549,-2.03558817,0,0.2042398,139.0098155,4,0.510922283,1
159,210333,0.544623064,0.546852393,0.601337179,0.001955504,,0.189168503,-11.7834397,0,0.031276342,86.64463788,3,0.392600157,1
160,,,0.846175181,0.603268386,0.001194515,4,0.682517056,-5.877604047,1,0.057740549,97.67681852,3,0.320976714,1
161,199194,0.01207302,0.20648917,0.864740567,0.623375573,5,,-4.015227666,0,0.078788016,96.73535413,4,0.765060262,1
162,264972,0.075336053,,0.645413651,,2,0.227524043,-9.078019255,0,0.022580349,91.55268657,3,0.935410982,1
163,211219,0.152413608,0.678710278,0.918077091,0.002634587,,0.427200073,-3.484855463,0,0.066722961,125.100639,3,0.640916367,1
164,131675,0.055751582,0.442766538,0.941176713,0.00409227,9,0.131049182,-4.017911743,0,0.059291304,106.918656,4,0.756474634,1
165,194168,0.454746031,0.770384019,0.661155459,0.000838009,10,0.13382232,-5.283444413,1,0.036503617,90.84140782,3,0.417250798,1
166,296677,0.958967329,,0.525683775,0.003809751,10,0.136086972,,0,0.028720472,134.0819642,4,0.391208589,0
167,182476,0.017596537,0.75318581,0.819146612,0.001073596,10,0.101985169,-3.543150596,1,0.056497665,94.42600678,3,0.335208147,1
168,176238,0.510557336,0.49380438,,0.001269485,3,0.211313737,-7.386530129,1,0.384851697,141.3200311,4,0.374807398,1
169,201810,0.401462403,,0.479857324,0.000148534,5,,-2.702823662,0,0.066181255,97.65528627,3,0.460841499,1
170,264617,0.53117721,,0.569856303,0.000530915,,0.10762108,-12.96170944,0,0.218084671,120.5260264,3,0.295105168,0
171,,0.047504098,0.289003091,0.856489701,0.002660394,8,0.265140363,-3.391079262,0,0.043216647,124.9490179,4,0.607676223,1
172,,0.092901433,0.452797513,0.941020505,0.00229514,9,0.099248875,-4.025471388,0,0.042008995,122.5462733,4,0.420287717,0
173,102806,0.908805137,,0.189062936,0.004449877,10,0.080899518,-19.29099596,1,0.03920034,86.9572573,3,0.105123876,0
174,156997,,0.725894396,0.905706502,,6,,,0,0.044476985,101.9244217,3,0.744447382,0
175,150476,0.454801968,,0.517562267,,1,0.073420222,-11.98737623,1,0.058341345,99.24355545,4,0.88945682,0
176,192852,0.008723147,0.551570207,0.569232829,0.005230776,,0.156113381,,0,0.036011754,92.01109203,3,0.10413719,0
177,205984,0.004672357,0.402414669,0.968951481,0.002002447,5,,-3.141646419,0,0.092531302,93.96985292,4,0.865853146,1
178,157926,0.010259465,0.28489199,0.853117513,0.003178444,4,0.168526811,-11.93842304,0,0.042879299,106.1462419,3,0.848226443,1
179,62056,0.979065776,0.3920749,0.148130605,0.006845882,0,0.127851187,-14.18574612,0,0.036883087,93.11954015,3,0.198020631,1
180,169131,0.911990643,0.238494454,0.4883154,0.006369591,2,0.153859766,-19.4473036,1,0.037065557,79.13928322,3,0.097959262,1
181,354484,0.650944455,,0.294723337,0.004821852,8,0.311331228,-21.41221174,0,0.139675906,79.76509675,3,0.53832415,0
182,146167,0.729149404,0.142213752,0.455335804,0.000680971,10,0.210811015,-7.099993788,0,0.040258408,112.2282545,3,0.53679995,0
183,162789,0.230785335,0.807436848,0.692568851,0.00019576,10,0.098617492,,1,0.135737061,102.0760478,4,0.413191673,1
184,183503,0.157864004,0.371532628,0.90819251,0.002326761,6,0.187009355,-4.453515956,0,0.047425638,112.5935509,4,0.617735828,0
185,197097,0.548574973,0.864058334,0.605508806,0.002473764,3,0.071078673,-5.877643398,0,0.273948455,96.9511806,4,0.630260165,0
186,,0.799997964,0.6494424,,0.000121236,10,,-9.496141307,0,0.20216085,156.4300247,3,0.915425087,0
187,227782,0.965472783,0.385364832,0.191990035,0.922914422,7,0.101598238,,0,0.022830838,102.5187267,3,0.179424646,0
188,161810,0.136587579,0.756904968,0.262110505,0.001789606,3,0.183498953,-6.968700636,0,0.190651586,85.98005549,3,0.377711793,1
189,190981,0.429734923,,0.566291111,-0.000368244,9,0.065669628,-9.044517856,0,0.042649564,100.5996899,3,0.384268614,1
190,206670,,0.548401656,0.722354617,0.000495011,7,0.1246882,-4.303996676,0,0.043644331,121.6199384,4,0.851723108,0
191,151722,0.066025548,0.733697367,0.767209114,0.002081901,4,0.121886845,-3.588111043,0,0.036693414,148.5020787,4,0.847266437,1
192,173143,0.005947108,0.32175318,,0.003992221,7,0.16668845,-7.032437238,0,0.049478829,183.4343281,3,0.525481734,0
193,189404,0.570102735,0.461945244,,0.001397737,7,0.158328651,-9.847929638,0,0.083083801,115.7263685,4,0.484695417,1
194,172509,0.283947352,0.679155244,0.425271182,0.001824679,10,0.129202998,-9.181287927,1,0.253810382,120.2500358,3,0.635650525,1
195,184329,0.106095848,0.750033835,0.793302424,0.002064872,,0.587166211,-2.294822552,0,0.031466656,114.0835462,3,0.782219517,0
196,256909,0.016206924,0.559140082,0.585282362,0.000645965,6,0.17751774,-9.297567072,1,0.039813829,124.9576858,4,0.745715187,0
197,238411,0.187687247,0.863225292,0.831010425,0.001123057,9,0.626587853,-5.472184929,0,0.041462605,127.2586017,3,0.645688211,1
198,,0.638502873,0.268546017,0.552026239,0.150492942,7,0.170420976,-6.649913104,1,0.067580949,115.0998717,3,0.897025695,1
199,109695,0.019608436,0.338056303,0.575847345,,7,0.108423283,-15.88672181,0,0.023405338,87.69885465,3,0.548421418,1
200,,0.127199807,0.531166976,0.677416313,0.000779469,6,0.101401283,-9.319097246,1,0.061466365,163.8235756,3,0.332864621,1
201,189907,0.535795466,0.728418228,0.341200862,-0.001401356,,0.098258031,-6.786508412,0,0.035341892,125.0395353,4,0.732895844,0
202,200387,0.125918541,0.629353,0.743351367,0.0023121,10,0.151465033,-7.409071378,1,0.047832751,88.40379939,3,0.798791268,0
203,172743,0.693964576,0.704297403,0.664113257,0.003007664,1,0.139475872,-6.542394708,0,0.288856075,95.60665828,3,0.722559552,1
204,168110,,0.351002633,0.551137714,0.002532117,0,0.177292839,-10.28304091,0,0.101651702,128.5105975,3,0.532721854,1
205,157418,,0.665653532,0.905508806,0.001547106,7,,-7.474658111,0,0.033970594,101.5108528,3,0.988782922,1
206,178600,0.161922987,0.540101569,0.615725303,,8,0.139466592,-6.055272149,0,0.054312789,99.35297646,4,0.46328267,0
207,218498,0.009067431,0.6336087,0.766886811,0.001601088,7,0.074066405,-5.788036032,0,0.184294851,118.3690496,3,0.606690305,1
208,164338,0.037566828,0.883345565,0.667241708,0.00169799,0,0.109099735,-7.422054174,1,0.211194967,89.76952945,4,0.78774274,0
209,182652,,0.6194263,0.975795297,0.002326369,5,0.113647367,-6.297052019,0,0.328168216,121.5481686,3,0.46244976,0
210,107073,0.737421694,0.662239707,0.51491367,0.001887677,2,0.25504969,,1,0.385198679,87.66171608,3,0.727459144,0
211,150706,0.018805203,0.806521516,0.770985434,0.005299113,8,0.316868908,-9.577099681,0,0.13509823,90.80369076,4,0.753740266,0
212,,0.063455659,0.706094345,,,6,0.515874321,,0,0.042158114,106.7629722,3,0.897693165,1
213,179376,0.887842617,0.578547442,0.567477123,0.002035727,7,0.087763314,-10.31280301,0,0.06594966,147.0234443,3,0.497429435,0
